Customer Identity,First Policy´s Year,Customer Age,Educational Degree,Gross Monthly Salary,Geographic Living Area,Has Children (Y=1),Customer Monetary Value,Claims Rate,Premiums in LOB: Motor,Premiums in LOB: Household,Premiums in LOB: Health,Premiums in LOB:  Life,Premiums in LOB: Work Compensations
7131,1986,73,3 - BSc/MSc,8437,4,1,573.66,0.14,477.09,93.90,84.57,8.89,27.67
7132,1983,56,4 - PhD,5968,4,1,454.20,0.27,479.20,68.35,77.57,14.78,12.78
7133,1975,30,3 - BSc/MSc,2885,4,1,472.76,0.22,438.86,58.90,94.35,5.78,43.23
7134,1992,60,3 - BSc/MSc,6560,4,1,-38.78,1.02,343.62,373.95,127.58,13.78,29.23
7135,1982,54,3 - BSc/MSc,6310,3,1,465.99,0.08,513.32,-40.00,41.12,7.89,9.78
7136,1975,56,3 - BSc/MSc,6349,4,1,218.38,0.68,299.50,211.15,177.59,11.78,67.90
7137,1977,49,2 - High School,4723,4,1,451.20,0.29,380.07,73.35,174.70,16.78,22.78
7138,1988,,1 - Basic,8055,1,0,820.72,0.28,103.13,735.70,156.14,88.35,95.24
7139,1992,54,3 - BSc/MSc,5558,4,1,-34.11,1.01,452.42,63.90,107.02,-1.11,-4.00
7140,1993,56,3 - BSc/MSc,6232,1,0,878.96,0.25,184.48,794.05,52.90,120.69,46.12
7141,1979,43,3 - BSc/MSc,4130,4,1,13.45,0.94,367.96,108.90,177.81,25.56,12.89
7142,1980,53,3 - BSc/MSc,5249,1,1,-28.21,1.01,446.53,-5.55,107.13,7.89,23.56
7143,1987,31,3 - BSc/MSc,5282,1,1,3.56,0.96,319.84,127.25,206.15,23.67,4.89
7144,1986,77,3 - BSc/MSc,6802,1,0,101.70,0.81,279.83,126.70,176.59,53.90,46.34
7145,1987,63,2 - High School,7316,4,1,95.92,0.81,407.41,62.80,94.35,19.56,58.12
7146,1979,73,2 - High School,7298,4,0,128.14,0.79,204.04,195.60,278.94,27.56,23.34
7147,1998,30,3 - BSc/MSc,3135,4,0,877.72,0.13,332.84,560.10,108.91,9.78,24.45
7148,1981,33,3 - BSc/MSc,4009,3,1,78.80,0.85,424.19,137.25,106.02,3.89,33.45
7149,1993,71,4 - PhD,8823,1,0,623.68,0.24,281.83,333.40,196.26,33.45,6.78
7150,1978,80,4 - PhD,8393,1,0,322.29,0.46,367.07,63.90,183.70,10.67,19.78
7151,1989,23,2 - High School,2620,4,1,-245.82,1.23,63.79,489.55,123.58,135.47,149.14
7152,1988,35,3 - BSc/MSc,3452,1,1,262.61,0.55,271.05,68.90,284.72,-4.00,20.56
7153,1981,38,4 - PhD,4014,4,1,311.73,0.60,313.06,295.60,177.59,23.45,23.67
7154,1989,21,1 - Basic,2478,4,1,673.25,0.27,122.80,460.65,131.47,138.36,99.24
7155,1986,61,3 - BSc/MSc,7277,3,1,23.12,0.93,461.42,63.90,105.13,15.78,20.78
7156,1985,36,2 - High School,2451,2,1,-25.00,1.00,327.95,58.35,192.37,39.34,27.67
7157,1995,68,2 - High School,7643,4,0,279.28,0.56,124.69,146.70,244.38,180.59,-1.00
7158,1989,23,2 - High School,2478,4,1,298.85,0.64,62.90,381.75,298.50,57.90,92.35
7159,1984,39,4 - PhD,3298,1,1,-34.89,1.02,488.87,24.45,88.35,-3.00,3.89
7160,1974,62,3 - BSc/MSc,5897,4,1,315.08,0.39,385.85,-40.00,136.58,40.34,34.23
7161,1982,53,3 - BSc/MSc,6274,1,1,26.45,0.92,532.21,69.45,55.90,-2.00,-4.00
7162,1981,57,1 - Basic,6178,4,1,224.26,0.69,342.73,256.15,148.14,31.45,24.56
7163,1976,27,2 - High School,2899,1,1,302.85,0.61,94.35,327.85,285.61,114.91,13.67
7164,1982,56,4 - PhD,5254,3,1,-10.22,0.98,445.53,53.90,94.24,14.78,6.67
7165,1992,37,4 - PhD,2664,1,0,-104.24,1.14,303.17,13.90,117.91,35.45,114.69
7166,1997,37,4 - PhD,3673,3,1,176.15,0.72,184.48,175.60,288.72,16.67,58.01
7167,1977,19,1 - Basic,1758,1,1,1455.94,0.14,35.45,1409.15,202.15,76.68,4.89
7168,1976,75,3 - BSc/MSc,8046,4,1,552.10,0.22,373.85,172.80,158.14,11.67,18.78
7169,1989,63,3 - BSc/MSc,5825,4,1,-11.31,0.98,490.65,-1.10,61.79,5.89,15.89
7170,1995,31,2 - High School,3160,1,1,-48.34,1.03,404.41,310.60,82.57,27.56,23.34
7171,1994,29,1 - Basic,3179,4,1,896.16,0.32,110.13,919.05,116.80,108.02,103.24
7172,1988,61,3 - BSc/MSc,5574,1,0,289.84,0.62,386.74,293.95,75.46,48.12,23.78
7173,1995,53,3 - BSc/MSc,6015,1,1,-22.66,1.00,539.10,4.45,42.12,-2.00,-0.11
7174,1985,26,1 - Basic,1327,4,1,41.90,0.89,160.03,72.80,295.39,20.56,72.57
7175,1991,55,2 - High School,5673,1,1,-33.89,1.01,416.08,79.45,139.47,17.67,8.89
7176,1992,38,2 - High School,3391,1,1,147.59,0.82,261.94,477.30,116.91,15.67,105.02
7177,1979,75,3 - BSc/MSc,6952,4,1,296.38,0.64,215.93,369.50,258.05,48.12,
7178,1978,72,3 - BSc/MSc,7371,2,0,67.35,0.88,257.16,239.50,174.70,51.01,41.34
7179,1997,71,3 - BSc/MSc,7654,4,0,7.24,0.94,427.08,18.35,106.02,19.56,5.67
7180,1979,49,1 - Basic,5613,4,0,304.62,0.56,403.41,191.70,86.35,50.12,23.67
7181,1990,61,3 - BSc/MSc,6842,1,1,-25.00,1.00,470.31,23.35,77.46,6.78,23.78
7182,1988,65,3 - BSc/MSc,5927,3,1,-37.00,1.02,336.84,111.70,193.26,18.56,12.00
7183,1979,64,3 - BSc/MSc,6091,2,0,525.10,0.36,205.15,353.95,310.17,4.89,-9.00
7184,1993,61,3 - BSc/MSc,7251,4,1,191.70,0.72,357.18,216.70,121.80,68.68,12.00
7185,1985,42,2 - High School,4128,4,1,-59.88,1.07,425.08,-45.55,145.36,10.89,-0.22
7186,1996,55,2 - High School,5755,4,1,252.82,0.66,215.93,275.60,139.47,92.35,90.13
7187,1975,59,2 - High School,6571,1,1,326.51,0.54,339.84,196.70,189.59,11.67,21.56
7188,1980,22,2 - High School,3158,1,0,-38.78,1.02,265.05,338.40,143.25,54.12,67.90
7189,1995,67,3 - BSc/MSc,7624,1,0,347.63,0.59,233.71,411.75,217.82,-2.00,37.12
7190,1989,49,4 - PhD,4612,2,1,492.88,0.21,532.88,60.00,54.12,-1.00,12.00
7191,1985,74,2 - High School,6336,4,0,82.25,0.84,149.03,107.25,214.15,164.92,34.45
7192,1996,29,3 - BSc/MSc,2668,3,1,-14.22,0.98,364.29,77.25,155.25,17.56,28.34
7193,1992,48,1 - Basic,5095,1,1,-24.22,1.00,427.97,123.90,133.58,5.89,-5.11
7194,1983,29,4 - PhD,3983,3,1,-27.11,1.00,294.39,103.90,244.38,21.56,-2.11
7195,1979,44,3 - BSc/MSc,4352,3,1,29.00,0.92,552.66,55.00,35.45,-7.00,6.00
7196,1993,988,3 - BSc/MSc,5659,4,0,146.02,0.77,428.97,192.80,108.91,1.89,23.67
7197,1981,70,2 - High School,7888,3,0,223.38,0.63,248.38,93.35,169.92,93.35,58.68
7198,1992,47,3 - BSc/MSc,3744,3,1,474.89,0.10,506.43,-0.55,48.01,4.78,-5.11
7199,1984,21,2 - High School,1765,4,1,103.80,0.87,231.82,437.85,33.23,125.58,128.80
7200,1996,19,1 - Basic,727,1,0,41.90,0.95,53.12,932.95,198.15,95.35,66.90
7201,1989,36,2 - High School,3974,3,1,529.56,0.28,251.27,249.50,125.58,85.46,53.79
7202,1977,65,3 - BSc/MSc,8365,1,0,94.69,0.85,178.59,246.70,251.38,50.12,69.57
7203,1989,49,3 - BSc/MSc,5812,2,1,484.43,0.19,495.76,45.00,74.57,6.00,7.67
7204,1983,73,3 - BSc/MSc,7826,4,0,383.30,0.39,364.07,83.90,156.03,17.78,44.23
7205,1980,26,2 - High School,2851,4,1,304.73,0.54,303.39,143.35,213.04,28.45,26.34
7206,1997,72,3 - BSc/MSc,7484,3,0,307.94,0.63,238.38,388.95,157.14,56.01,70.68
7207,1985,32,3 - BSc/MSc,2426,3,1,429.30,0.44,224.71,290.60,242.38,54.90,-6.11
7208,1995,60,3 - BSc/MSc,6260,4,1,-27.00,1.00,477.20,172.80,79.46,15.78,-1.00
7209,1987,51,2 - High School,6196,4,1,515.87,0.19,473.20,79.45,97.24,7.89,11.78
7210,1984,31,3 - BSc/MSc,3447,3,1,12.45,0.95,301.50,163.35,221.93,24.45,37.45
7211,1975,55,4 - PhD,5508,3,1,472.97,0.27,376.96,99.45,157.03,30.56,21.56
7212,1981,27,1 - Basic,1671,3,1,-13.22,0.99,285.50,256.15,225.71,11.78,14.78
7213,1983,55,3 - BSc/MSc,4616,4,1,380.86,0.38,420.97,88.90,133.47,8.78,-2.11
7214,1992,77,3 - BSc/MSc,8547,1,0,184.82,0.70,154.92,166.70,321.95,10.67,43.12
7215,1994,26,2 - High School,2745,1,1,556.43,0.29,261.27,271.15,154.03,81.46,49.01
7216,1992,35,2 - High School,3413,1,1,197.82,0.71,175.59,278.95,248.27,47.23,31.23
7217,1997,38,2 - High School,3716,1,1,224.49,0.66,287.72,200.60,151.14,62.79,38.23
7218,1990,34,3 - BSc/MSc,3412,4,1,-40.22,1.03,445.75,4.45,121.69,8.78,10.89
7219,1995,59,2 - High School,6737,4,1,7.34,0.96,308.28,330.05,119.69,31.34,63.68
7220,1981,75,2 - High School,7658,4,0,444.75,0.23,412.30,25.00,111.80,28.45,32.45
7221,1983,58,2 - High School,5866,4,1,300.20,0.37,466.31,-75.00,108.02,4.89,13.78
7222,1984,36,3 - BSc/MSc,3963,1,1,444.75,0.32,346.51,113.35,211.15,7.78,9.89
7223,1982,50,1 - Basic,4616,4,1,109.48,0.84,78.35,362.30,103.02,158.92,147.25
7224,1991,22,2 - High School,2041,1,1,309.06,0.57,264.16,226.15,181.48,41.23,69.90
7225,1992,55,1 - Basic,6069,4,1,1040.32,0.29,116.91,1123.55,195.26,35.45,22.78
7226,1985,18,1 - Basic,1365,4,1,31.12,0.95,46.23,627.90,145.14,136.58,146.47
7227,1990,41,4 - PhD,3861,1,1,-55.78,1.05,414.08,4.45,140.47,-1.11,29.67
7228,1977,21,1 - Basic,972,3,1,720.69,0.44,62.90,894.05,164.03,40.23,171.03
7229,1975,65,3 - BSc/MSc,7856,1,0,245.06,0.64,267.83,210.05,204.15,18.78,41.23
7230,1995,20,2 - High School,840,3,1,92.58,0.85,145.14,245.05,284.72,27.56,78.57
7231,1978,40,3 - BSc/MSc,5058,4,1,493.98,0.18,494.87,35.00,83.46,16.78,5.89
7232,1985,59,2 - High School,5181,2,0,89.12,0.83,334.73,113.90,192.37,22.45,22.67
7233,1982,17,1 - Basic,1330,4,0,275.28,0.69,42.34,480.65,150.25,151.14,149.14
7234,1991,28,3 - BSc/MSc,3073,4,1,247.94,0.58,280.83,73.90,265.94,25.45,7.89
7235,1987,30,2 - High School,2663,1,1,202.71,0.67,129.58,94.45,284.61,98.13,75.79
7236,1996,74,3 - BSc/MSc,7517,4,0,329.06,0.57,234.49,300.05,232.60,9.89,54.01
7237,1992,72,2 - High School,8060,4,0,160.59,0.74,215.93,167.80,265.94,38.23,30.34
7238,1984,18,1 - Basic,2157,4,1,-25.00,1.00,37.12,88.35,118.91,242.38,151.03
7239,1977,48,4 - PhD,4732,4,1,516.20,0.25,392.85,148.35,163.92,4.78,10.78
7240,1983,71,3 - BSc/MSc,7164,4,0,212.38,0.62,237.38,48.35,236.71,34.23,62.90
7241,1996,48,2 - High School,4939,4,1,476.54,0.23,492.65,84.45,59.79,9.78,8.89
7242,1990,75,2 - High School,8603,3,0,355.64,0.40,197.48,82.25,189.37,65.79,100.91
7243,1997,46,3 - BSc/MSc,6132,3,1,451.75,0.32,335.84,128.35,205.26,16.56,12.56
7244,1995,46,3 - BSc/MSc,5100,4,1,-19.11,0.99,396.52,128.90,147.14,5.89,10.78
7245,1979,55,2 - High School,6066,4,0,339.07,0.57,331.73,310.60,167.81,18.56,13.78
7246,1977,29,3 - BSc/MSc,2300,4,1,-15.99,0.99,229.71,72.80,261.16,5.78,63.79
7247,1997,34,2 - High School,2609,1,1,-25.00,1.00,250.27,347.30,112.80,115.91,17.56
7248,1997,18,1 - Basic,683,4,1,-143.58,1.11,17.67,598.45,73.57,224.82,136.25
7249,1976,40,2 - High School,2246,1,1,215.38,0.65,307.17,123.90,195.26,2.89,66.79
7250,1989,41,3 - BSc/MSc,4145,4,1,238.27,0.61,307.28,131.70,147.25,49.12,44.01
7251,1990,38,2 - High School,2488,3,1,-47.67,1.03,294.39,354.50,136.58,83.57,22.67
7252,1993,18,2 - High School,2266,4,0,400.74,0.52,56.79,368.95,298.39,96.24,70.79
7253,1980,73,4 - PhD,7161,1,0,-40.78,1.02,428.97,88.90,115.80,15.78,7.67
7254,1979,52,3 - BSc/MSc,4963,2,1,466.87,0.26,476.09,79.45,90.24,-7.00,22.78
7255,1983,19,2 - High School,2852,1,1,464.54,0.54,91.35,579.00,236.49,89.46,59.90
7256,1982,28,3 - BSc/MSc,2870,4,1,320.39,0.59,113.91,270.60,364.29,62.90,23.78
7257,1984,50,2 - High School,5200,4,1,430.53,0.32,455.53,141.15,69.68,,6.67
7258,1995,46,3 - BSc/MSc,3687,2,1,424.09,0.27,404.63,33.90,168.92,-1.11,12.78
7259,1981,73,3 - BSc/MSc,7960,1,0,-89.79,1.07,219.04,393.95,216.04,64.79,42.34
7260,1982,31,3 - BSc/MSc,2791,1,1,-23.22,1.00,367.96,9.45,194.48,2.00,9.67
7261,1975,22,1 - Basic,1239,4,0,621.91,0.36,99.13,563.45,93.24,121.69,137.36
7262,1979,36,3 - BSc/MSc,3491,1,1,334.85,0.41,309.06,48.90,247.49,4.78,1.89
7263,1975,33,2 - High School,3133,1,1,255.94,0.62,280.94,157.80,247.49,22.56,34.56
7264,1992,33,2 - High School,3525,4,1,381.86,0.32,383.96,13.90,167.92,10.67,19.67
7265,1991,67,3 - BSc/MSc,7854,1,0,254.72,0.67,279.72,304.50,243.60,9.89,9.89
7266,1977,63,4 - PhD,6476,1,1,515.21,0.16,504.76,49.45,73.57,12.89,-1.11
7267,1975,81,4 - PhD,9194,3,0,295.53,0.41,460.53,-65.00,134.58,-5.00,14.89
7268,1978,30,4 - PhD,3463,1,1,145.92,0.76,401.52,152.25,140.36,21.67,3.00
7269,1983,33,2 - High School,3626,1,1,-8.21,0.97,157.14,58.35,284.61,46.01,87.57
7270,1974,50,3 - BSc/MSc,4863,3,0,-40.00,1.02,362.18,354.50,82.35,37.23,52.23
7271,1991,24,1 - Basic,3208,1,1,441.76,0.51,161.14,441.20,208.04,4.89,130.69
7272,1986,54,3 - BSc/MSc,5348,2,1,798.82,0.16,214.15,466.20,159.14,23.67,119.80
7273,1988,37,2 - High School,3885,1,0,-7.22,0.97,503.76,53.35,43.23,30.56,17.78
7274,1995,69,3 - BSc/MSc,7580,1,0,165.47,0.73,264.94,143.35,223.71,10.78,57.90
7275,1991,57,3 - BSc/MSc,6770,1,1,355.74,0.43,380.74,98.35,160.03,23.67,4.89
7276,1978,48,3 - BSc/MSc,4687,3,1,-145.00,1.23,489.76,-60.00,89.46,2.89,2.89
7277,1978,49,2 - High School,4969,1,1,-28.99,1.01,487.09,-25.55,47.12,21.56,19.45
7278,1982,71,2 - High School,7423,4,0,348.07,0.38,354.29,19.45,207.04,2.89,15.89
7279,1994,44,3 - BSc/MSc,5208,3,1,-27.00,1.00,497.76,10.00,80.35,-1.00,2.00
7280,1991,56,3 - BSc/MSc,6588,1,1,662.90,0.14,420.97,266.15,97.24,11.78,0.78
7281,1994,49,2 - High School,5562,3,0,-26.00,1.00,578.33,40.00,7.78,-2.00,3.00
7282,1974,69,1 - Basic,7244,4,0,14.23,0.96,190.48,628.45,230.71,42.23,-3.00
7283,1997,45,1 - Basic,5347,2,1,286.95,0.56,316.95,170.60,151.03,35.45,40.45
7284,1981,45,1 - Basic,5285,1,1,333.51,0.54,309.39,230.60,140.36,72.57,23.45
7285,1979,52,3 - BSc/MSc,5630,2,1,-31.78,1.01,394.63,142.80,149.36,6.78,6.67
7286,1984,36,3 - BSc/MSc,3544,1,1,467.08,0.24,418.30,60.00,124.58,13.78,27.34
7287,1994,73,2 - High School,6461,3,0,-41.78,1.02,121.80,83.35,379.85,16.78,70.90
7288,1978,21,1 - Basic,3778,4,1,307.62,0.45,45.01,62.80,163.81,275.83,56.79
7289,1987,70,3 - BSc/MSc,6791,4,0,229.27,0.61,254.27,63.35,291.61,18.56,19.78
7290,1984,67,1 - Basic,7937,3,0,970.09,0.28,105.02,995.20,88.24,81.57,105.13
7291,1993,49,4 - PhD,5914,1,1,282.64,0.39,449.53,-70.00,115.80,6.78,4.89
7292,1991,62,2 - High School,6916,1,0,62.02,0.89,239.71,271.15,219.04,40.12,46.90
7293,1979,34,2 - High School,3293,1,1,594.01,0.35,218.82,456.20,222.93,2.89,53.12
7294,1984,40,3 - BSc/MSc,5142,4,1,396.76,0.16,486.76,-65.00,75.46,3.00,1.89
7295,1981,80,2 - High School,8448,1,0,579.21,0.50,61.68,781.80,199.37,145.25,32.34
7296,1976,26,2 - High School,2023,1,1,489.75,0.55,62.01,659.00,267.94,58.79,85.46
7297,1985,54,3 - BSc/MSc,5373,1,1,-59.44,1.06,325.06,-0.55,188.37,39.34,33.34
7298,1985,72,3 - BSc/MSc,6682,1,0,-37.00,1.02,477.20,84.45,97.13,4.89,16.89
7299,1977,63,3 - BSc/MSc,5675,3,1,533.87,0.28,343.40,246.70,104.02,46.01,31.23
7300,1995,23,1 - Basic,1726,4,1,442.10,0.41,47.23,253.95,317.95,74.57,91.35
7301,1991,67,2 - High School,7766,3,0,187.60,0.69,220.71,132.80,287.50,16.56,24.67
7302,1995,18,2 - High School,2176,3,0,280.39,0.70,129.58,520.10,179.59,38.34,137.47
7303,1977,54,2 - High School,5894,1,1,451.09,0.21,467.20,14.45,107.13,2.89,8.89
7304,1987,48,2 - High School,4040,4,1,584.10,0.14,515.54,104.45,76.68,6.00,4.89
7305,1989,20,1 - Basic,3036,2,0,-280.16,1.31,97.35,288.40,178.81,140.36,114.80
7306,1982,45,3 - BSc/MSc,5747,4,1,0.34,0.96,504.43,29.45,56.90,5.00,-4.11
7307,1987,16,1 - Basic,1243,3,1,110.80,0.89,57.12,937.95,,174.70,78.68
7308,1983,23,2 - High School,2484,3,0,500.21,0.47,49.01,476.20,70.79,365.18,21.78
7309,1986,44,2 - High School,5506,1,1,156.70,0.75,336.73,181.70,180.48,24.45,8.00
7310,1992,53,1 - Basic,6672,3,1,324.51,0.62,287.72,382.85,124.80,94.35,32.56
7311,1979,49,3 - BSc/MSc,4579,1,1,-22.00,1.00,557.66,25.00,26.45,3.00,2.00
7312,1986,26,3 - BSc/MSc,2744,1,1,-18.22,0.99,197.26,3.90,287.50,6.78,64.68
7313,1979,64,2 - High School,6830,1,0,344.07,0.50,258.05,186.70,185.59,41.34,69.68
7314,1988,19,1 - Basic,1802,1,1,786.39,0.43,46.23,1029.65,138.47,165.03,53.23
7315,1990,76,2 - High School,7988,3,0,195.37,0.71,231.60,206.70,287.50,10.89,13.67
7316,1984,71,3 - BSc/MSc,7978,3,0,-75.55,1.10,479.87,-40.55,81.35,0.89,-10.00
7317,1989,23,2 - High School,1038,3,1,77.24,0.92,55.90,878.50,168.92,160.14,46.34
7318,1990,34,2 - High School,2646,4,1,-9.54,0.97,342.51,-11.10,206.15,26.56,5.00
7319,1997,27,3 - BSc/MSc,2975,3,1,559.76,0.35,174.81,369.50,275.83,22.45,62.90
7320,1976,56,2 - High School,6391,2,0,3.56,0.97,214.82,373.40,156.92,28.56,117.02
7321,1975,74,2 - High School,7328,1,0,104.13,0.82,339.73,157.80,175.70,34.34,28.67
7322,,74,,6692,4,0,173.47,0.73,139.47,177.80,281.61,120.80,20.67
7323,1979,48,3 - BSc/MSc,4600,2,1,435.88,0.15,495.65,-45.55,63.79,10.78,14.89
7324,1988,41,1 - Basic,4763,2,1,4.78,0.95,481.87,30.00,84.57,-0.11,19.78
7325,1989,74,3 - BSc/MSc,6997,3,0,-58.20,1.06,308.28,-16.10,260.16,2.89,1.89
7326,1978,64,3 - BSc/MSc,6342,4,1,452.76,0.17,483.98,5.00,92.24,-1.11,-2.00
7327,1979,53,3 - BSc/MSc,4504,4,1,76.14,0.86,256.27,185.60,220.04,38.23,46.23
7328,1979,56,2 - High School,7438,3,1,270.29,0.50,347.62,-5.55,169.92,34.23,41.23
7329,1992,33,3 - BSc/MSc,4384,1,1,21.57,0.92,231.49,-0.55,308.39,18.56,28.56
7330,1985,41,3 - BSc/MSc,4614,4,1,417.54,0.19,479.20,-45.55,101.02,3.89,8.89
7331,1992,54,2 - High School,5941,3,1,648.24,0.10,439.86,181.15,75.68,9.89,42.34
7332,1976,65,3 - BSc/MSc,6463,4,1,-13.33,0.98,391.85,9.45,176.59,1.89,9.78
7333,1993,51,3 - BSc/MSc,5642,4,1,-94.00,1.13,548.88,-70.00,45.23,-2.00,7.00
7334,1996,70,3 - BSc/MSc,7699,1,0,84.24,0.84,315.95,118.35,248.49,7.00,-2.11
7335,1981,43,3 - BSc/MSc,3651,1,1,-42.67,1.03,427.19,122.80,116.69,11.67,6.00
7336,1992,74,2 - High School,7945,2,0,-117.79,1.15,172.92,4.45,277.94,97.24,53.01
7337,1984,54,2 - High School,6568,4,1,263.72,0.57,290.61,99.45,180.59,51.90,50.01
7338,1989,47,2 - High School,4989,1,1,442.10,0.16,507.54,-35.55,72.68,6.89,2.00
7339,1986,70,3 - BSc/MSc,7927,1,0,372.73,0.44,296.61,113.90,269.05,19.67,6.89
7340,1996,34,3 - BSc/MSc,4652,1,1,384.31,0.29,429.97,-20.55,149.36,-0.11,15.89
7341,1981,24,2 - High School,2541,1,0,26.01,0.93,102.02,175.60,307.17,84.35,33.34
7342,1990,74,2 - High School,6946,2,0,228.28,0.57,249.16,43.35,219.93,39.23,40.12
7343,1986,50,2 - High School,6511,1,1,-95.10,1.13,511.54,-40.55,62.79,4.89,15.89
7344,1988,45,3 - BSc/MSc,4025,4,1,450.97,0.30,361.29,128.35,175.59,5.78,13.67
7345,1975,56,3 - BSc/MSc,5507,1,1,-40.78,1.02,339.73,423.40,171.81,2.89,12.89
7346,1998,46,2 - High School,4627,3,0,-25.00,1.00,371.18,146.15,118.69,43.23,11.67
7347,1989,24,3 - BSc/MSc,2936,4,1,123.37,0.72,193.37,-45.00,197.37,124.80,65.57
7348,1981,29,3 - BSc/MSc,2707,3,1,67.35,0.89,161.03,339.50,301.39,-4.00,60.68
7349,1989,51,2 - High School,5650,1,1,-192.00,1.32,549.88,-70.00,35.34,16.78,-9.00
7350,1995,39,3 - BSc/MSc,3857,3,1,72.23,0.85,476.20,89.45,96.13,8.89,-1.11
7351,1996,41,3 - BSc/MSc,3490,4,1,296.87,0.43,442.86,-45.55,149.36,-4.00,17.89
7352,1991,64,2 - High School,5902,1,1,460.30,0.53,117.80,536.20,230.71,93.35,50.90
7353,1980,70,3 - BSc/MSc,8602,2,0,215.49,0.66,228.82,156.70,296.61,11.67,11.56
7354,1985,53,3 - BSc/MSc,6657,2,1,539.55,0.08,540.99,29.45,37.34,,5.89
7355,1991,64,3 - BSc/MSc,5917,1,1,-61.65,1.07,361.40,-30.55,163.81,24.45,32.45
7356,1988,69,2 - High School,6132,4,1,-70.23,1.07,366.07,123.35,112.80,34.23,45.23
7357,1991,39,4 - PhD,3781,3,1,11.45,0.94,296.39,23.35,206.26,36.45,46.23
7358,1989,37,3 - BSc/MSc,3112,4,1,403.42,0.38,437.75,138.35,99.02,22.67,-3.11
7359,1981,19,2 - High School,1774,1,0,-72.12,1.04,96.35,791.25,133.58,167.81,47.12
7360,1976,54,3 - BSc/MSc,6115,1,0,-25.00,1.00,186.59,98.35,285.72,55.01,64.01
7361,1986,72,3 - BSc/MSc,7747,1,0,73.35,0.86,367.07,98.35,183.70,4.89,30.56
7362,1978,36,3 - BSc/MSc,3630,1,1,477.77,0.35,258.27,244.50,232.60,33.34,3.78
7363,1987,71,3 - BSc/MSc,6585,4,0,123.14,0.83,163.03,320.05,348.62,31.45,14.89
7364,1978,28,3 - BSc/MSc,3758,2,1,249.93,0.64,272.05,192.25,220.82,27.56,55.12
7365,1991,34,3 - BSc/MSc,4008,1,1,-15.11,0.98,460.53,54.45,114.91,9.89,16.89
7366,1997,34,2 - High School,5261,3,0,534.43,0.31,351.51,256.15,121.69,48.23,34.34
7367,1992,20,2 - High School,2555,3,0,269.50,0.71,260.05,553.45,129.69,56.01,21.56
7368,1979,80,3 - BSc/MSc,8745,4,0,361.86,0.55,291.61,337.85,174.70,4.78,44.23
7369,1987,69,2 - High School,7907,2,0,181.70,0.73,233.60,206.70,265.94,36.45,21.67
7370,1987,76,1 - Basic,7483,4,0,15.91,0.94,114.91,141.15,334.73,47.01,53.23
7371,1979,26,3 - BSc/MSc,2906,1,1,276.61,0.52,329.95,43.35,211.04,10.89,28.34
7372,1977,64,3 - BSc/MSc,,4,1,116.35,0.81,474.09,148.35,83.46,18.78,7.00
7373,1987,27,3 - BSc/MSc,3830,4,0,169.48,0.80,155.14,472.30,283.83,39.34,43.34
7374,1995,31,3 - BSc/MSc,3588,2,1,341.39,0.59,277.72,354.50,231.71,12.67,11.89
7375,1984,65,2 - High School,6399,4,1,234.49,0.65,239.71,200.05,191.37,69.79,50.01
7376,1996,72,1 - Basic,9225,1,0,-48.45,1.03,136.58,289.50,357.29,14.78,23.45
7377,1979,35,3 - BSc/MSc,2899,4,1,-25.00,1.00,346.51,89.45,231.82,5.00,12.89
7378,1984,28,3 - BSc/MSc,2822,4,1,401.09,0.22,471.31,-55.00,118.91,1.89,7.89
7379,1988,58,3 - BSc/MSc,5873,1,1,254.93,0.66,398.63,266.15,122.80,21.56,7.78
7380,1991,41,3 - BSc/MSc,4188,1,1,-25.00,1.00,261.94,256.15,145.14,85.35,29.34
7381,1996,43,2 - High School,4496,1,1,273.28,0.58,280.61,190.05,99.02,17.67,119.69
7382,1993,35,4 - PhD,4193,4,1,418.09,0.22,471.31,-20.00,95.13,11.78,7.78
7383,1984,31,3 - BSc/MSc,2666,4,1,-194.59,1.26,109.02,63.90,131.69,281.83,60.68
7384,1985,60,2 - High School,5924,1,1,96.47,0.82,330.73,127.25,162.81,42.34,5.78
7385,1987,71,2 - High School,7318,2,0,217.28,0.70,74.57,293.40,160.92,206.26,80.57
7386,1987,38,1 - Basic,2765,4,1,294.63,0.44,286.72,13.35,243.60,19.56,12.56
7387,1976,67,2 - High School,7669,4,0,17.34,0.94,273.05,157.80,234.60,42.34,41.45
7388,1982,50,3 - BSc/MSc,4767,1,1,-119.91,1.14,225.93,147.25,217.82,53.90,41.01
7389,1977,25,2 - High School,1781,1,0,68.13,0.93,115.80,869.60,115.69,77.46,93.13
7390,1984,39,3 - BSc/MSc,4749,4,1,-25.89,1.00,349.51,103.35,182.70,25.45,24.56
7391,1980,68,2 - High School,6420,1,0,183.15,0.68,160.03,73.90,214.04,10.78,197.37
7392,1994,46,2 - High School,4719,1,1,591.88,0.18,399.63,187.80,137.47,1.89,29.45
7393,1993,35,4 - PhD,4062,4,0,-25.00,1.00,173.59,57.80,357.29,22.56,6.00
7394,1996,56,3 - BSc/MSc,5665,3,1,509.77,0.24,392.52,142.25,99.02,46.23,26.67
7395,1994,75,2 - High School,8536,2,0,422.53,0.35,272.83,137.25,227.60,13.67,37.45
7396,1996,17,1 - Basic,1811,4,1,433.87,0.60,29.34,701.80,157.14,130.69,141.58
