cod_cust_id,dt_fpy,atr_cust_age,dsc_edu_deg,amt_gms,atr_gla,flg_children,amt_cmv,rt_cr,amt_plob_motor,amt_plob_household,amt_plob_health,amt_plob_life,amt_plob_wcomp,Set,amt_premium_total,outlier_candidate,atr_edu_deg,atr_fpy_to_date,rt_plob_life,rt_plob_household,rt_plob_motor,rt_plob_health,rt_plob_wcomp,amt_gys,amt_claims_total,rt_premiums_year,rt_claims_year,atr_credit_score_proxy
8568,1992,58,3 - BSc/MSc,6547.0,4,1,2.78999999999985,0.957093008893281,475.2,58.35,83.57,4.89,25.67,test,647.68,,3.0,7,0.007550024703557312,0.09009078557312254,0.7336956521739131,0.12902976778656128,0.039633769762845855,78564.0,619.8900000000002,0.008243979430782545,0.007890255078661985,0
8569,1975,43,3 - BSc/MSc,4214.0,1,1,140.7,0.776792930653591,375.96,171.7,129.58,29.56,35.56,train,742.3600000000001,,3.0,24,0.039818955762702724,0.23128940136860818,0.5064389245110188,0.17455143057276792,0.0479012877849022,50568.0,576.66,0.01468043031165955,0.011403654485049833,0
8570,1980,52,3 - BSc/MSc,5098.0,2,1,-55.5500000000001,1.05518823614423,464.31,-25.55,108.91,5.0,0.89,train,553.56,,3.0,19,0.00903244454079052,-0.046155791603439564,0.8387708649468893,0.1967447069874991,0.0016077751282607127,61176.0,584.1099999999999,0.009048646528050215,0.009548025369425917,0
8571,1978,58,3 - BSc/MSc,6182.0,1,0,574.66,0.236452072934705,352.51,211.7,150.14,35.45,35.56,train,785.3599999999999,,3.0,21,0.045138535194051144,0.26955790974839566,0.44885148212284814,0.19117347458490375,0.04527859834980137,74184.0,185.6999999999999,0.010586649412272187,0.0025032351989647352,0
8572,1981,46,3 - BSc/MSc,3961.0,4,1,-120.89,1.17498175182482,533.1,-40.0,49.01,10.89,-5.0,train,548.0,,3.0,18,0.01987226277372263,-0.072992700729927,0.9728102189781023,0.08943430656934306,-0.009124087591240875,47532.0,643.8900000000014,0.011529075149373054,0.01354645291593035,0
8573,1980,44,3 - BSc/MSc,4745.0,1,1,-46.0,1.03409090909091,502.76,25.0,93.35,-7.0,1.89,train,616.0,,3.0,19,-0.011363636363636364,0.040584415584415584,0.8161688311688311,0.15154220779220778,0.003068181818181818,56940.0,637.0000000000006,0.010818405338953284,0.011187214611872156,0
8574,1982,60,3 - BSc/MSc,4480.0,2,1,574.0,0.286565030967127,316.06,304.5,190.59,6.89,21.56,train,839.6,,3.0,17,0.008206288708909003,0.36267270128632684,0.3764411624583135,0.2270009528346832,0.025678894711767507,53760.0,240.59999999999982,0.015617559523809525,0.004475446428571425,0
8575,1992,24,1 - Basic,3368.0,2,1,337.85,0.590180598380375,189.59,362.85,181.7,48.12,103.13,test,885.39,,1.0,7,0.054348930979568326,0.40981940161962527,0.21413162561131255,0.2052202983995753,0.11647974338991857,40416.0,522.5400000000002,0.021906918052256533,0.012929038004750598,0
8576,1975,17,1 - Basic,1828.0,1,1,-98.46,1.05581049048806,38.45,889.05,95.24,183.48,110.02,train,1316.24,amt_plob_household%amt_plob_life,1.0,24,0.13939707044308028,0.6754467270406612,0.029211997811949192,0.07235762474928584,0.0835865799550234,21936.0,1389.7000000000041,0.0600036469730124,0.06335247994164862,-1
8577,1985,62,1 - Basic,6842.0,3,1,-31.78,1.01049860637968,248.38,87.25,248.27,34.34,27.56,train,645.8,,1.0,14,0.053174357386187684,0.13510374729018274,0.3846082378445339,0.3844379064725922,0.04267575100650356,82104.0,652.5799999999972,0.007865633830264054,0.00794821202377469,0
8578,1977,36,2 - High School,3432.0,4,1,570.67,0.274987828627069,278.94,274.5,223.93,1.0,43.23,train,821.6000000000001,,2.0,22,0.00121713729308666,0.33410418695228816,0.33950827653359295,0.27255355404089576,0.052616845180136304,41184.0,225.92999999999992,0.019949494949494953,0.005485868298368297,0
8579,1992,31,2 - High School,3028.0,3,1,546.33,0.235085417447652,289.72,196.15,175.59,45.12,40.34,train,746.9200000000001,,2.0,7,0.06040807583141433,0.2626117924275692,0.38788625287848766,0.23508541744765168,0.05400846141487709,36336.0,175.59000000000023,0.02055592250110084,0.004832397622192873,0
8580,1987,66,2 - High School,7018.0,3,0,-93.23,1.1173223743036,176.59,4.45,270.05,57.79,72.68,train,581.56,,2.0,12,0.09937065822958939,0.007651833000894148,0.3036488066579545,0.4643544948070707,0.1249742073044914,84216.0,649.7900000000016,0.006905576137551058,0.007715754725942832,0
8581,1985,61,3 - BSc/MSc,6789.0,4,0,338.18,0.532273851226046,363.18,220.6,148.36,32.45,11.89,train,776.48,,3.0,14,0.04179116010715022,0.2841026169379765,0.46772614877395424,0.1910673810014424,0.015312693179476613,81468.0,413.3000000000002,0.009531104237246527,0.005073157558796094,0
8582,1990,59,3 - BSc/MSc,5913.0,4,1,706.68,0.179362943023777,354.29,364.5,154.14,5.78,12.89,test,891.5999999999999,,3.0,9,0.0064827276805742495,0.40881561238223424,0.3973642889187977,0.17288021534320322,0.01445715567519067,70956.0,159.91999999999956,0.012565533570099778,0.002253791081797164,0
8583,1977,42,3 - BSc/MSc,3814.0,3,1,-35.0,1.01610020769268,470.09,50.0,111.02,-2.0,-8.0,test,621.1099999999999,,3.0,22,-0.0032200415385358477,0.0805010384633962,0.7568546634251583,0.1787445058041249,-0.012880166154143391,45768.0,631.1100000000004,0.013570835518266036,0.013789328788673316,0
8584,1985,48,3 - BSc/MSc,4302.0,1,1,548.43,0.129993476051039,521.43,60.0,68.68,1.0,8.0,train,659.1099999999999,,3.0,14,0.0015171974329019438,0.09103184597411662,0.7911122574380605,0.10420111969170551,0.01213757946321555,51624.0,85.6800000000003,0.012767511235084454,0.0016596931659693225,0
8585,1983,30,4 - PhD,3427.0,1,1,28.01,0.931944230472963,281.61,246.15,177.59,20.56,53.01,train,778.92,,4.0,16,0.026395522004827195,0.3160144815898937,0.3615390540748729,0.22799517280336878,0.06805576952703744,41124.0,725.9100000000003,0.018940764517070323,0.017651736212430706,0
8586,1997,66,3 - BSc/MSc,6537.0,1,0,-25.0,0.0,359.624,0.0,184.19,16.27,12.092,train,591.3140000000001,,3.0,2,0.02751499203468884,0.0,0.6081777194519324,0.3114927094572426,0.020449372076426397,78444.0,0.0,0.007538039875580033,0.0,0
8587,1995,77,3 - BSc/MSc,7398.0,1,0,371.85,0.45886058688775,240.38,196.7,179.7,40.23,76.35,test,733.36,,3.0,4,0.05485709610559616,0.26821751936293226,0.3277789898549144,0.24503654412566814,0.10410985055088905,88776.0,336.51000000000033,0.008260791204830134,0.0037905515004055187,0
8588,1995,51,3 - BSc/MSc,6249.0,1,1,-62.1199999999999,1.05246124058397,343.73,133.35,193.37,23.45,13.67,test,707.5699999999999,,3.0,4,0.03314159729779386,0.1884619189620815,0.4857893918622893,0.2732874485916588,0.019319643286176635,74988.0,744.6899999999996,0.009435776390889208,0.00993078892622819,0
8589,1984,40,3 - BSc/MSc,4638.0,3,1,99.9100000000001,0.822379273078892,341.73,122.8,218.82,8.89,11.0,train,703.24,,3.0,15,0.01264148796996758,0.1746203287640066,0.4859365223821171,0.31115977475683976,0.015641886127068995,55656.0,578.33,0.01263547506108955,0.010391152795745293,0
8590,1977,61,2 - High School,6370.0,1,0,13.12,0.949931701166334,276.94,201.7,128.58,96.13,58.01,train,761.36,,2.0,22,0.12626090154460437,0.2649206682778186,0.3637438268361879,0.16888200063045078,0.07619260271093832,76440.0,723.24,0.009960230245944533,0.009461538461538462,0
8591,1987,61,3 - BSc/MSc,5792.0,4,0,198.71,0.755966925560695,203.04,398.4,129.69,103.13,82.46,test,916.72,,3.0,12,0.11249890915437646,0.43459289641329957,0.22148529540099485,0.1414717689152631,0.08995113011606597,69504.0,693.0100000000003,0.013189456721915287,0.009970793047882141,0
8592,1988,48,1 - Basic,5018.0,1,0,1182.56,0.213351834118314,132.58,1207.45,110.91,42.12,42.01,train,1535.07,amt_cmv%amt_plob_household,1.0,11,0.027438488147120327,0.7865765079116914,0.08636739692652454,0.07225077683753836,0.027366830177125472,60216.0,327.5100000000002,0.025492726185731365,0.005438919888401757,1
8593,1986,66,3 - BSc/MSc,7493.0,1,0,42.79,0.918926999617298,118.8,313.95,274.83,67.79,60.79,train,836.16,,3.0,13,0.08107300038270189,0.37546641791044777,0.1420780711825488,0.32868111366245695,0.07270139686184462,89916.0,768.3699999999998,0.00929934605631923,0.008545420169936382,0
8594,1984,32,4 - PhD,3434.0,4,1,-35.78,1.01823656787116,339.62,23.9,177.7,10.78,39.12,test,591.12,,4.0,15,0.01823656787115983,0.04043172283123562,0.5745364731357423,0.30061578021383134,0.06617945594803085,41208.0,601.9000000000001,0.014344787419918462,0.014606387109299167,0
8595,1991,68,3 - BSc/MSc,5543.0,1,0,270.28,0.614476707750157,326.84,216.15,164.03,45.23,13.67,test,765.92,,3.0,8,0.059053164821391266,0.28220963024858997,0.4267286400668477,0.21416074785878422,0.01784781700438688,66516.0,470.64000000000016,0.011514823501112513,0.007075590835287753,0
8596,1981,72,3 - BSc/MSc,7793.0,4,0,367.52,0.532981153626499,392.52,310.6,89.35,3.89,44.12,train,840.48,,3.0,18,0.004628307633733105,0.36955073291452506,0.46701884637350083,0.10630830001903672,0.05249381305920426,93516.0,447.95999999999987,0.008987552932118567,0.004790196330039778,0
8597,1985,21,1 - Basic,1681.0,4,1,98.6900000000001,0.886912,31.23,624.55,212.15,123.69,102.13,train,1093.75,,1.0,14,0.113088,0.5710171428571428,0.028553142857142857,0.1939657142857143,0.093376,20172.0,970.0600000000001,0.05422119769978188,0.04808943089430895,-1
8598,1995,70,1 - Basic,6512.0,1,0,256.17,0.53687903544604,94.35,18.9,156.92,167.92,169.03,train,607.1199999999999,,1.0,4,0.2765845302411385,0.03113058373962314,0.15540585057319806,0.25846620108051127,0.2784128343655291,78144.0,325.94999999999976,0.007769246519246518,0.004171145577395574,0
8599,1983,41,3 - BSc/MSc,4716.0,3,1,191.15,0.718891432138584,359.18,216.15,170.81,10.89,11.89,train,768.92,,3.0,16,0.014162721739582792,0.281108567861416,0.4671227175779015,0.22214274566925038,0.015463247151849348,56592.0,552.77,0.013587079445858071,0.009767635001413626,0
8600,1978,39,2 - High School,3537.0,3,1,58.5700000000001,0.907139285515862,229.82,387.3,199.26,40.34,43.23,train,899.95,,2.0,21,0.04482471248402689,0.43035724206900383,0.25536974276348684,0.22141230068337128,0.048036002000111114,42444.0,816.38,0.021203232494581097,0.019234285175761003,0
8601,1992,27,2 - High School,1734.0,1,1,-122.35,1.15866418932134,109.13,19.45,246.38,116.8,121.8,train,613.56,,2.0,7,0.19036443053654087,0.03170024121520308,0.17786361562031425,0.401558119825282,0.1985135928026599,20808.0,710.9100000000013,0.029486735870818914,0.03416522491349487,0
8602,1974,47,2 - High School,5342.0,3,1,30.79,0.910753135398004,331.62,63.9,146.36,27.45,55.79,test,625.12,,2.0,25,0.043911568978756074,0.10222037368825185,0.5304901458919887,0.23413104683900693,0.08924686460199642,64104.0,569.3300000000003,0.00975165356296019,0.00888134905778111,0
8603,1982,44,2 - High School,4404.0,1,1,244.83,0.767612305360342,200.37,745.15,146.14,8.78,60.68,test,1161.12,,2.0,17,0.007561664599696844,0.6417510679344082,0.17256614303431173,0.12586123742593358,0.05225988700564972,52848.0,891.2900000000002,0.021970935513169844,0.01686516046018771,-1
8604,1985,71,2 - High School,6339.0,1,0,48.89,0.89183452394894,226.6,123.9,268.83,50.01,13.78,train,683.1199999999999,,2.0,14,0.07320822110317368,0.18137369715423354,0.33171331537650783,0.39353261506031156,0.020172151305773513,76068.0,609.2299999999998,0.008980385970447494,0.008009018246831779,0
8605,1993,61,3 - BSc/MSc,6133.0,1,1,327.4,0.508370535714286,390.63,167.25,103.91,16.78,38.23,train,716.8,,3.0,6,0.023409598214285718,0.2333286830357143,0.5449637276785715,0.14496372767857144,0.05333426339285714,73596.0,364.4000000000002,0.009739659764117614,0.004951356051959349,0
8606,1980,55,2 - High School,5240.0,1,1,-49.5600000000001,1.02808140864395,349.62,334.5,114.02,51.9,24.56,train,874.5999999999999,,2.0,19,0.05934141321747085,0.3824605533958381,0.3997484564372285,0.1303681683055111,0.028081408643951523,62880.0,899.1599999999986,0.013909033078880405,0.014299618320610665,0
8607,1992,21,3 - BSc/MSc,3780.0,2,1,1085.33,0.152801410051961,69.79,921.85,130.47,143.36,45.12,train,1310.59,amt_plob_household,3.0,7,0.1093858491213881,0.7033854981344281,0.053250825963878874,0.09955058408808247,0.03442724269222259,45360.0,200.25999999999954,0.028893077601410935,0.004414902998236321,1
8608,1982,59,3 - BSc/MSc,4791.0,1,1,336.18,0.590164306463326,368.18,377.85,94.24,16.67,24.34,train,881.2800000000001,,3.0,17,0.01891566811909949,0.4287513616557734,0.41777868554829334,0.10693536673928829,0.027618917937545385,57492.0,520.0999999999999,0.01532874139010645,0.009046476031447852,0
8609,1976,25,2 - High School,712.0,1,1,78.36,0.821074315785829,108.91,-5.55,193.48,165.92,114.91,train,577.67,,2.0,23,0.28722280887011614,-0.00960756141049388,0.1885332456246646,0.33493170841483894,0.1989197985008742,8544.0,474.30999999999983,0.06761118913857678,0.0555138108614232,0
8610,1980,43,3 - BSc/MSc,5010.0,4,1,543.77,0.0855787781350482,545.77,30.0,49.23,-2.0,-1.0,test,622.0,,3.0,19,-0.003215434083601286,0.04823151125401929,0.8774437299035369,0.07914790996784565,-0.001607717041800643,60120.0,53.22999999999998,0.010345974717232202,0.0008853958749168328,0
8611,1997,45,3 - BSc/MSc,4192.0,1,1,-30.7799999999999,1.00855852520915,360.18,132.8,151.03,25.56,5.78,train,675.3499999999999,,3.0,2,0.037847042274376255,0.19663877989190795,0.53332346190864,0.2236321907159251,0.008558525209150812,50304.0,681.1299999999994,0.013425373727735368,0.013540275127226453,0
8612,1990,29,2 - High School,2404.0,2,1,179.05,0.743707295016077,179.7,263.95,158.03,134.58,59.9,test,796.16,,2.0,9,0.16903637459807075,0.3315288384244373,0.2257084003215434,0.1984902532154341,0.07523613344051447,28848.0,592.1099999999999,0.02759844703272324,0.020525166389351077,0
8613,1980,21,1 - Basic,2457.0,4,1,156.92,0.77706975148277,81.35,285.05,238.6,107.91,103.13,test,816.0400000000001,,1.0,19,0.13223616489387774,0.3493088574089505,0.09968874074800253,0.2923876280574481,0.12637860889172098,29484.0,634.1199999999997,0.027677384344051013,0.02150725817392483,0
8614,1995,21,3 - BSc/MSc,1555.0,4,1,93.6899999999999,0.871924637430939,57.01,398.4,305.17,113.91,52.23,train,926.72,,3.0,4,0.12291738604972376,0.429903314917127,0.06151804212707182,0.32930119129834257,0.0563600656077348,18660.0,808.0299999999997,0.04966345123258307,0.04330278670953911,0
8615,1979,68,2 - High School,8079.0,3,0,-3.99000000000001,0.964866808247354,159.14,13.9,272.94,95.24,56.79,train,598.01,,2.0,20,0.1592615508101871,0.0232437584655775,0.2661159512382736,0.45641377234494407,0.09496496714101771,96948.0,577.0000000000002,0.006168358295168544,0.005951644180385364,0
8616,1996,22,1 - Basic,3519.0,4,0,978.75,0.244943093344968,69.79,931.85,56.9,134.36,136.47,test,1329.37,amt_plob_household,1.0,3,0.1010704318587,0.7009711367038522,0.05249855194565848,0.042802229627567946,0.1026576498642214,42228.0,325.62000000000006,0.031480771052382304,0.007710997442455244,1
8617,1979,47,3 - BSc/MSc,4403.0,4,1,434.54,0.266707091338482,457.64,53.35,92.24,-7.0,30.45,test,626.6800000000001,,3.0,20,-0.011169975106912618,0.08513116742196974,0.7302610582753557,0.1471883576945171,0.04858939171506989,52836.0,167.13999999999993,0.011860852449087744,0.0031633734574911033,0
8618,1983,75,3 - BSc/MSc,8155.0,4,0,-0.769999999999982,0.964490884577056,320.84,151.7,180.59,34.23,-5.0,train,682.36,,3.0,16,0.05016413623307345,0.22231666568966527,0.47019168767219643,0.26465502081012954,-0.007327510405064775,97860.0,658.13,0.006972818311874106,0.006725219701614551,0
8619,1983,55,3 - BSc/MSc,5878.0,3,1,-21.77,0.994407507445114,525.1,9.45,46.12,1.778,-3.11,train,594.4680000000001,,3.0,16,0.0029909095190994296,0.015896566341670196,0.8833107921704784,0.07758197245268036,-0.005231568393925324,70536.0,591.1434421358821,0.008427866621299763,0.008380733839966572,0
8620,1979,21,2 - High School,1474.0,4,1,-29.8899999999999,1.00539973498233,118.8,359.5,243.49,94.35,89.46,train,905.6,,2.0,20,0.10418507067137808,0.3969743816254417,0.13118374558303886,0.2688714664310954,0.09878533568904593,17688.0,910.4899999999981,0.051198552691090006,0.05147501130710075,0
8621,1989,52,2 - High School,5114.0,4,0,938.63,0.269379492311892,241.49,917.4,97.24,46.23,16.56,test,1318.9199999999998,amt_plob_household,2.0,10,0.0350514056955691,0.6955691019925394,0.18309677615018352,0.07372698874836989,0.012555727413338186,61368.0,355.2900000000006,0.021491982792334764,0.005789499413375058,1
8622,1978,34,3 - BSc/MSc,2980.0,1,1,87.5699999999998,0.844972663297206,384.63,157.8,138.47,16.67,28.56,train,726.13,,3.0,21,0.0229573216917081,0.2173164584853952,0.5296985388291353,0.19069588090286863,0.039331800090892814,35760.0,613.5600000000002,0.020305648769574944,0.017157718120805375,0
8623,1991,69,2 - High School,8035.0,3,0,288.38,0.671412993331376,184.59,423.4,178.7,110.02,57.01,train,953.72,,2.0,8,0.11535880551943967,0.44394581218806356,0.19354737239441344,0.18737155559283644,0.05977645430524682,96420.0,640.34,0.009891308857083593,0.006641153287699647,0
8624,1990,39,3 - BSc/MSc,4466.0,3,1,-37.0,1.01756645977281,385.74,103.9,173.7,3.89,15.89,test,683.12,,3.0,9,0.005694460709684975,0.152096264199555,0.5646738493968849,0.25427450521138306,0.023260920482492096,53592.0,695.1200000000019,0.012746678608747574,0.012970592625765076,0
8625,1977,67,3 - BSc/MSc,8014.0,4,0,400.62,0.437189252089284,217.04,187.8,247.27,83.35,20.78,train,756.2399999999999,,3.0,22,0.11021633343911987,0.24833386226594736,0.28699883634824924,0.32697291865016404,0.02747804929651963,96168.0,330.62000000000006,0.007863738457699025,0.0034379419349471764,0
8626,1993,52,3 - BSc/MSc,4433.0,4,1,-54.9900000000001,1.05035596749278,447.64,-10.55,114.02,17.78,26.67,train,595.56,,3.0,6,0.029854254818993894,-0.017714420041641483,0.7516287191886628,0.191450063805494,0.04478138222849084,53196.0,625.5500000000001,0.011195578614933453,0.011759342807729906,0
8627,1987,17,1 - Basic,688.0,4,1,673.23,0.414668700959023,61.01,737.35,292.5,62.9,39.12,train,1192.88,,1.0,12,0.05272952853598014,0.6181258802226544,0.05114512775803098,0.24520488230165646,0.032794581181677954,8256.0,494.64999999999935,0.14448643410852716,0.05991400193798442,1
8628,1991,51,2 - High School,6209.0,4,1,44.23,0.893420161339984,496.65,69.45,75.68,4.0,3.78,test,649.56,,2.0,8,0.006158014656074882,0.10691852946610014,0.7645944947348975,0.11650963729293677,0.005819323849990763,74508.0,580.3299999999999,0.008717990014495088,0.00778882804531057,0
8629,1997,31,3 - BSc/MSc,4291.0,1,1,42.2300000000001,0.906061368209255,257.38,118.35,217.93,51.12,70.9,train,715.68,,3.0,2,0.07142857142857142,0.1653672032193159,0.35963000223563607,0.3045076011625308,0.09906662195394592,51492.0,648.4499999999996,0.013898858075040783,0.012593218364017703,0
8630,1979,40,3 - BSc/MSc,4518.0,3,1,438.31,0.216216673433482,475.09,18.9,70.57,11.78,14.78,train,591.1199999999999,,3.0,20,0.019928271755311953,0.031973203410475035,0.8037115983218298,0.11938354310461498,0.02500338340776831,54216.0,127.80999999999986,0.01090305444887118,0.002357422163199053,0
8631,1974,43,3 - BSc/MSc,5060.0,3,1,38.5599999999999,0.899836106908724,462.2,64.45,107.02,0.89,7.846000000000001,train,666.7839999999999,,3.0,25,0.0013347650813456834,0.09665798819407787,0.6931780006718818,0.16050175169170228,0.011766929020492397,60720.0,599.9963187090265,0.010981291172595518,0.009881362297579487,0
8632,1987,62,3 - BSc/MSc,6857.0,4,1,-93.79,1.08724381087662,310.28,235.6,173.81,25.56,43.23,train,788.48,,3.0,12,0.032416801948051945,0.2988027597402597,0.3935166396103896,0.22043678977272727,0.054827008928571425,82284.0,857.2699999999974,0.00958242185601089,0.010418428856156693,0
8633,1997,21,1 - Basic,2663.0,3,0,-45.6700000000001,1.01774066190607,26.56,740.15,125.58,20.67,252.16,train,1165.12,amt_plob_wcomp,1.0,2,0.017740661906069766,0.6352564542708048,0.022795935182642134,0.10778288931612195,0.21642405932436146,31956.0,1185.7900000000002,0.03646013268243835,0.03710695956940794,-1
8634,1995,52,2 - High School,6710.0,4,0,-108.46,1.11796799909538,320.95,165.6,137.47,10.78,72.68,train,707.48,,2.0,4,0.015237179849607055,0.2340702210663199,0.4536524000678464,0.19430937977045287,0.10273081924577374,80520.0,790.9399999999994,0.008786388474913065,0.009822901142573266,0
8635,1984,70,3 - BSc/MSc,5981.0,1,0,220.71,0.663673569952229,239.71,133.35,306.39,28.56,22.56,train,730.5699999999999,,3.0,15,0.039092763184910416,0.18252871045895672,0.3281136646727898,0.41938486387341395,0.030879997809929234,71772.0,484.8599999999999,0.010179039179624365,0.006755559271024911,0
8636,1976,54,2 - High School,5194.0,1,1,77.1300000000001,0.88396427922196,245.49,358.95,118.91,129.47,27.34,test,880.16,,2.0,23,0.14709825486275224,0.40782357753135795,0.27891519723686603,0.13510043628431195,0.031062534084711872,62328.0,778.0300000000003,0.014121422153767167,0.012482832755743812,0
8637,1987,74,3 - BSc/MSc,8436.0,2,0,195.71,0.705468666595495,208.26,181.7,271.05,24.67,63.68,test,749.36,,3.0,12,0.03292142628376214,0.24247357745275966,0.277917155973097,0.3617086580548735,0.08497918223550763,101232.0,528.6500000000002,0.007402402402402403,0.005222162952426113,0
8638,1994,55,2 - High School,5969.0,3,1,530.21,0.182733495252815,440.86,132.8,87.24,5.89,12.56,train,679.3499999999999,,2.0,5,0.008670052255832781,0.19548097446088178,0.6489438433797013,0.12841686906601898,0.018488260837565322,71628.0,124.13999999999984,0.009484419500753894,0.0017331211258167175,0
8639,1992,71,1 - Basic,7210.0,4,0,70.24,0.880542350772009,134.58,268.95,298.5,52.01,43.23,train,797.27,,1.0,7,0.06523511482935518,0.33733866820525044,0.16880103352691062,0.3744026490398485,0.05422253439863534,86520.0,702.0299999999996,0.009214863615349051,0.008114077669902908,0
8640,1991,44,3 - BSc/MSc,4665.0,1,0,289.17,0.459371558370044,314.17,3.9,178.7,17.67,66.68,train,581.1200000000001,,3.0,8,0.03040680066079295,0.006711178414096915,0.5406284416299558,0.3075096365638766,0.11474394273127753,55980.0,266.95000000000005,0.010380850303679887,0.004768667381207575,0
8641,1987,63,3 - BSc/MSc,6923.0,2,0,12.0099999999999,0.940135548258739,266.05,43.9,232.71,68.68,6.89,test,618.23,,3.0,12,0.11109134141015481,0.07100917134399819,0.4303414586804264,0.37641330896268377,0.011144719602736844,83076.0,581.2200000000003,0.0074417400934084455,0.006996244402715589,0
8642,1977,70,3 - BSc/MSc,7500.0,1,0,235.16,0.659440779139177,209.04,221.15,268.94,13.67,51.12,train,763.92,,3.0,22,0.017894543931301708,0.2894936642580375,0.273641218975809,0.3520525709498377,0.06691800188501414,90000.0,503.76000000000005,0.008487999999999999,0.0055973333333333335,0
8643,1982,65,3 - BSc/MSc,6343.0,4,1,48.35,0.883141091001784,359.18,73.35,127.69,29.34,38.12,train,627.68,,3.0,17,0.04674356359928626,0.11685890899821565,0.5722342594952843,0.20343168493499875,0.06073158297221514,76116.0,554.3299999999997,0.0082463608176993,0.007282700089337324,0
8644,1985,61,2 - High School,6647.0,2,1,7.11999999999989,0.961416490486258,308.17,310.6,181.59,17.56,14.56,train,832.48,,2.0,14,0.02109359984624255,0.37310205650586203,0.37018306746108015,0.21813136651931578,0.01748990966749952,79764.0,800.36,0.010436788526152149,0.010034100596760444,0
8645,1987,60,3 - BSc/MSc,5882.0,3,0,139.7,0.785401573982384,270.83,220.6,169.92,81.57,24.56,train,767.4799999999999,,3.0,12,0.10628289988012718,0.2874342002397457,0.35288215979569504,0.22139990618648045,0.03200083389795174,70584.0,602.78,0.010873285730477161,0.008539895727076958,0
8646,1981,55,3 - BSc/MSc,6925.0,2,1,154.37,0.761450686243217,370.96,196.15,135.47,16.78,32.56,train,751.9200000000001,,3.0,18,0.02231620385147356,0.26086551760825616,0.49335035642089575,0.18016544313224808,0.04330247898712629,83100.0,572.5499999999997,0.00904837545126354,0.0068898916967509,0
8647,1993,47,2 - High School,5858.0,1,1,496.98,0.276715441747035,429.08,133.35,118.8,19.67,20.78,train,721.6799999999998,,2.0,6,0.027255847467021404,0.18477718656468245,0.5945571444407495,0.1646158962421018,0.028793925285445082,70296.0,199.70000000000016,0.010266302492318195,0.0028408444292705153,0
8648,1986,29,1 - Basic,2436.0,4,1,412.09,0.448536462276053,153.25,254.5,323.06,32.45,29.34,train,792.6,,1.0,13,0.04094120615695181,0.3210951299520565,0.19335099671965683,0.4075952561191017,0.037017411052233155,29232.0,355.5099999999996,0.027114121510673234,0.012161672140120402,0
8649,1994,20,2 - High School,1414.0,4,1,109.36,0.882597602320786,64.9,696.8,118.91,134.36,129.47,test,1144.4399999999998,,2.0,5,0.11740239767921432,0.6088567334242075,0.056708958093041155,0.10390234525182623,0.1131295655517109,16968.0,1010.0800000000002,0.06744695898161243,0.059528524280999535,-1
8650,1987,47,3 - BSc/MSc,4077.0,4,1,132.91,0.778738370137877,451.75,133.35,92.35,11.67,24.56,train,713.68,,3.0,12,0.016351866382692523,0.186848447483466,0.6329867727833203,0.12939973097186414,0.0344131823786571,48924.0,555.77,0.0145875235058458,0.011359864279290328,0
8651,1988,56,2 - High School,6043.0,1,1,407.54,0.575470864781572,287.5,548.45,45.23,10.89,126.8,train,1018.87,,2.0,11,0.010688311560846821,0.5382924219969182,0.28217535112428477,0.04439231697861356,0.12445159833933671,72516.0,586.3300000000002,0.014050278559214518,0.008085525952893156,1
8652,1975,57,2 - High School,6711.0,1,1,565.77,0.193201682508467,367.29,167.8,141.47,29.34,26.34,train,732.2400000000001,,2.0,24,0.040068829891838735,0.22915983830438105,0.5015978367748278,0.19320168250846714,0.03597181252048508,80532.0,141.4699999999999,0.009092534644613322,0.0017566929916058203,0
8653,1992,63,2 - High School,6432.0,1,0,254.61,0.636303329864724,292.5,192.25,256.27,12.89,14.89,train,768.8,,2.0,7,0.01676638917793965,0.25006503642039546,0.38046305931321545,0.33333766909469303,0.019367845993756506,77184.0,489.1899999999998,0.0099606135986733,0.006337971600331673,0
8654,1985,39,3 - BSc/MSc,3413.0,1,0,-77.1000000000001,1.08927959421482,439.97,-20.55,141.36,5.89,16.89,train,583.5600000000001,,3.0,14,0.010093220919871134,-0.03521488792926177,0.7539413256563163,0.24223730207690725,0.02894303927616697,40956.0,635.6600000000004,0.014248461763844127,0.015520558648305509,0
8655,1986,37,1 - Basic,2429.0,4,1,221.94,0.678245687184031,162.14,205.6,104.02,41.34,254.38,train,767.48,amt_plob_wcomp,1.0,13,0.05386459582008652,0.2678897169958826,0.21126283421066344,0.13553447646844216,0.3314483765049252,29148.0,520.5400000000001,0.02633045148895293,0.01785851516399067,0
8656,1991,71,3 - BSc/MSc,7933.0,1,0,-66.4500000000002,1.06010120782403,396.63,94.45,157.14,14.78,26.67,train,689.67,,3.0,8,0.021430539243406266,0.13694955558455493,0.5751011353255905,0.22784810126582278,0.03867066858062552,95196.0,731.1199999999986,0.007244737173830833,0.007680154628345715,0
8657,1995,49,3 - BSc/MSc,4465.0,3,1,-25.0,1.0,442.86,10.0,147.36,10.89,10.89,train,622.0,,3.0,4,0.017508038585209003,0.01607717041800643,0.7119935691318329,0.23691318327974278,0.017508038585209003,53580.0,622.0,0.011608809257185517,0.011608809257185517,0
